user_id,event_name,event_time,amount
35,add_money,2024-03-04,670.0
35,make_payment,2024-03-07,101.0
35,app_open_return,2024-03-04,
36,app_open_initial,2024-02-16,
36,add_money,2024-02-16,610.0
37,app_open_initial,2024-03-03,
37,add_money,2024-03-03,761.0
38,app_open_initial,2024-02-20,
38,add_money,2024-02-21,776.0
38,make_payment,2024-02-22,39.0
38,app_open_return,2024-02-27,
39,app_open_initial,2024-02-25,
40,app_open_initial,2024-03-04,
40,add_money,2024-03-05,719.0
40,make_payment,2024-03-08,16.0
40,set_up_direct_debit,2024-03-11,
41,app_open_initial,2024-01-04,
41,add_money,2024-01-06,676.0
41,make_payment,2024-01-06,108.0
41,app_open_return,2024-01-10,
42,app_open_initial,2024-02-21,
42,add_money,2024-02-23,792.0
43,app_open_initial,2024-01-08,
43,add_money,2024-01-08,853.0
43,make_payment,2024-01-09,70.0
43,app_open_return,2024-01-09,
44,app_open_initial,2024-01-21,
46,app_open_initial,2024-02-08,
47,app_open_initial,2024-01-18,
47,add_money,2024-01-19,643.0
48,app_open_initial,2024-01-05,
49,app_open_initial,2024-03-29,
49,add_money,2024-03-31,627.0
49,make_payment,2024-04-02,24.0
50,app_open_initial,2024-02-29,
51,app_open_initial,2024-01-15,
52,app_open_initial,2024-01-09,
52,add_money,2024-01-09,702.0
52,make_payment,2024-01-12,153.0
52,set_up_direct_debit,2024-01-12,
52,app_open_return,2024-01-15,
53,app_open_initial,2024-03-31,
53,add_money,2024-04-02,702.0
54,app_open_initial,2024-02-22,
54,add_money,2024-02-22,92.0
55,app_open_initial,2024-01-02,
55,add_money,2024-01-03,827.0
55,make_payment,2024-01-04,15.0
56,app_open_initial,2024-03-24,
56,add_money,2024-03-26,198.0
56,make_payment,2024-03-27,119.0
56,set_up_direct_debit,2024-03-30,
56,app_open_return,2024-03-29,
57,app_open_initial,2024-03-01,
58,app_open_initial,2024-03-12,
58,add_money,2024-03-12,280.0
59,app_open_initial,2024-02-14,
59,add_money,2024-02-15,204.0
59,make_payment,2024-02-16,90.0
59,app_open_return,2024-02-20,
60,app_open_initial,2024-01-09,
60,add_money,2024-01-08,699.0
60,app_open_return,2024-01-14,
61,app_open_initial,2024-02-16,
62,app_open_initial,2024-02-04,
63,app_open_initial,2024-03-19,
63,add_money,2024-03-18,357.0
63,make_payment,2024-03-18,30.0
63,set_up_direct_debit,2024-03-19,
63,app_open_return,2024-03-23,
64,app_open_initial,2024-03-21,
64,add_money,2024-03-24,974.0
64,make_payment,2024-03-24,46.0
65,app_open_initial,2024-02-05,
66,app_open_initial,2024-02-19,
66,app_open_return,2024-02-24,
67,app_open_initial,2024-01-05,
67,add_money,2024-01-05,825.0
68,app_open_initial,2024-01-03,
68,add_money,2024-01-02,516.0
68,make_payment,2024-01-05,197.0
68,app_open_return,2024-01-04,
69,app_open_initial,2024-01-06,
69,add_money,2024-01-09,532.0
69,make_payment,2024-01-09,152.0
69,app_open_return,2024-01-13,
71,app_open_initial,2024-01-04,
71,add_money,2024-01-04,822.0
72,app_open_initial,2024-02-24,
72,add_money,2024-02-26,269.0
73,app_open_initial,2024-03-03,
73,add_money,2024-03-04,610.0
73,make_payment,2024-03-07,82.0
73,set_up_direct_debit,2024-03-07,
73,app_open_return,2024-03-10,
74,add_money,2024-01-21,701.0
74,make_payment,2024-01-22,122.0
75,app_open_initial,2024-03-31,
75,add_money,2024-04-01,571.0
75,make_payment,2024-04-04,150.0
75,set_up_direct_debit,2024-04-04,
75,app_open_return,2024-04-06,
76,app_open_initial,2024-02-13,
76,add_money,2024-02-16,463.0
77,app_open_initial,2024-02-03,
77,add_money,2024-02-05,171.0
78,app_open_initial,2024-03-14,
78,add_money,2024-03-14,446.0
78,make_payment,2024-03-15,140.0
79,app_open_initial,2024-03-03,
79,add_money,2024-03-03,711.0
80,app_open_initial,2024-01-15,
80,add_money,2024-01-14,512.0
80,make_payment,2024-01-15,99.0
80,app_open_return,2024-01-19,
81,app_open_initial,2024-02-17,
81,add_money,2024-02-17,745.0
81,app_open_return,2024-02-23,
82,app_open_initial,2024-01-16,
82,add_money,2024-01-18,278.0
82,make_payment,2024-01-19,190.0
82,set_up_direct_debit,2024-01-19,
82,app_open_return,2024-01-19,
83,add_money,2024-03-15,881.0
83,app_open_return,2024-03-15,
84,app_open_initial,2024-03-19,
84,add_money,2024-03-20,115.0
84,make_payment,2024-03-20,141.0
84,app_open_return,2024-03-21,
85,app_open_initial,2024-03-28,
85,add_money,2024-03-28,682.0
86,app_open_initial,2024-03-02,
87,app_open_initial,2024-02-10,
87,add_money,2024-02-09,181.0
88,app_open_initial,2024-03-25,
88,add_money,2024-03-26,920.0
88,make_payment,2024-03-27,178.0
89,app_open_initial,2024-03-20,
90,app_open_initial,2024-03-22,
90,add_money,2024-03-24,549.0
91,app_open_initial,2024-02-23,
91,add_money,2024-02-25,109.0
91,make_payment,2024-02-27,114.0
91,set_up_direct_debit,2024-03-01,
91,app_open_return,2024-02-29,
92,add_money,2024-01-27,753.0
93,app_open_initial,2024-01-26,
93,add_money,2024-01-27,880.0
93,make_payment,2024-01-29,51.0
94,app_open_initial,2024-03-29,
94,add_money,2024-04-01,801.0
94,make_payment,2024-04-03,51.0
94,app_open_return,2024-03-31,
95,add_money,2024-03-03,622.0
95,app_open_return,2024-03-04,
96,app_open_initial,2024-02-11,
96,add_money,2024-02-11,898.0
97,app_open_initial,2024-01-29,
97,add_money,2024-01-31,630.0
97,app_open_return,2024-01-31,
98,app_open_initial,2024-01-16,
98,add_money,2024-01-16,651.0
98,make_payment,2024-01-18,43.0
98,app_open_return,2024-01-17,
99,app_open_initial,2024-02-14,
99,add_money,2024-02-17,413.0
99,make_payment,2024-02-19,88.0
100,app_open_initial,2024-03-06,
100,add_money,2024-03-06,269.0
100,make_payment,2024-03-08,18.0
100,set_up_direct_debit,2024-03-11,
100,app_open_return,2024-03-08,
101,app_open_initial,2024-03-30,
101,add_money,2024-03-29,277.0
101,make_payment,2024-04-01,86.0
101,app_open_return,2024-04-03,
102,app_open_initial,2024-03-11,
102,add_money,2024-03-13,448.0
102,make_payment,2024-03-16,152.0
102,set_up_direct_debit,2024-03-19,
103,app_open_initial,2024-01-10,
103,add_money,2024-01-10,362.0
103,make_payment,2024-01-10,86.0
103,set_up_direct_debit,2024-01-12,
103,app_open_return,2024-01-11,
104,app_open_initial,2024-03-28,
105,app_open_initial,2024-01-01,
105,add_money,2024-01-04,944.0
105,make_payment,2024-01-06,90.0
106,app_open_initial,2024-01-09,
106,add_money,2024-01-10,730.0
107,app_open_initial,2024-03-29,
107,add_money,2024-03-28,891.0
107,make_payment,2024-03-29,26.0
108,app_open_initial,2024-03-04,
108,add_money,2024-03-05,135.0
108,make_payment,2024-03-07,172.0
108,set_up_direct_debit,2024-03-09,
108,app_open_return,2024-03-07,
109,app_open_initial,2024-01-12,
109,add_money,2024-01-11,581.0
110,app_open_initial,2024-03-21,
110,add_money,2024-03-21,128.0
111,app_open_initial,2024-01-08,
111,add_money,2024-01-11,75.0
112,app_open_initial,2024-02-04,
113,app_open_initial,2024-02-05,
113,add_money,2024-02-06,650.0
113,make_payment,2024-02-08,151.0
113,app_open_return,2024-02-09,
114,app_open_initial,2024-02-03,
114,add_money,2024-02-02,213.0
114,make_payment,2024-02-05,59.0
114,app_open_return,2024-02-09,
115,app_open_initial,2024-01-06,
115,add_money,2024-01-06,317.0
115,make_payment,2024-01-09,135.0
116,app_open_initial,2024-02-11,
116,add_money,2024-02-10,569.0
117,app_open_initial,2024-01-29,
117,add_money,2024-01-29,807.0
117,app_open_return,2024-02-01,
118,app_open_initial,2024-01-08,
119,app_open_initial,2024-03-14,
119,add_money,2024-03-16,973.0
120,app_open_initial,2024-03-12,
120,add_money,2024-03-14,402.0
120,make_payment,2024-03-17,166.0
120,set_up_direct_debit,2024-03-18,
120,app_open_return,2024-03-18,
121,app_open_initial,2024-01-12,
122,app_open_initial,2024-02-04,
123,app_open_initial,2024-02-02,
123,add_money,2024-02-03,180.0
124,app_open_initial,2024-02-18,
125,app_open_initial,2024-01-24,
126,app_open_initial,2024-03-02,
126,add_money,2024-03-05,945.0
126,make_payment,2024-03-05,112.0
127,app_open_initial,2024-03-29,
127,add_money,2024-03-29,115.0
127,make_payment,2024-04-01,160.0
127,app_open_return,2024-04-02,
128,app_open_initial,2024-02-07,
128,add_money,2024-02-09,240.0
128,make_payment,2024-02-10,157.0
128,set_up_direct_debit,2024-02-12,
128,app_open_return,2024-02-10,
129,app_open_initial,2024-02-13,
129,add_money,2024-02-14,509.0
129,make_payment,2024-02-14,103.0
129,set_up_direct_debit,2024-02-16,
129,app_open_return,2024-02-15,
130,add_money,2024-03-28,652.0
130,make_payment,2024-03-29,42.0
130,set_up_direct_debit,2024-03-29,
130,app_open_return,2024-03-30,
131,app_open_initial,2024-02-04,
131,add_money,2024-02-07,930.0
131,make_payment,2024-02-10,18.0
131,app_open_return,2024-02-06,
132,app_open_initial,2024-03-05,
133,app_open_initial,2024-02-16,
134,app_open_initial,2024-03-18,
134,add_money,2024-03-20,992.0
134,make_payment,2024-03-23,170.0
134,set_up_direct_debit,2024-03-26,
134,app_open_return,2024-03-25,
135,app_open_initial,2024-01-03,
135,add_money,2024-01-03,703.0
136,app_open_initial,2024-01-02,
136,add_money,2024-01-03,117.0
137,app_open_initial,2024-01-06,
138,app_open_initial,2024-03-30,
139,app_open_initial,2024-01-14,
140,app_open_initial,2024-01-27,
140,add_money,2024-01-27,733.0
140,make_payment,2024-01-27,193.0
140,set_up_direct_debit,2024-01-29,
141,add_money,2024-01-09,392.0
141,make_payment,2024-01-12,186.0
142,app_open_initial,2024-03-20,
142,add_money,2024-03-20,281.0
143,app_open_initial,2024-01-15,
143,add_money,2024-01-17,397.0
143,make_payment,2024-01-18,80.0
144,add_money,2024-04-01,410.0
145,app_open_initial,2024-02-11,
145,add_money,2024-02-11,829.0
146,app_open_initial,2024-03-18,
147,app_open_initial,2024-02-21,
147,add_money,2024-02-23,798.0
147,make_payment,2024-02-23,145.0
148,app_open_initial,2024-03-04,
148,add_money,2024-03-06,914.0
148,make_payment,2024-03-06,181.0
148,set_up_direct_debit,2024-03-07,
148,app_open_return,2024-03-10,
149,app_open_initial,2024-02-22,
149,add_money,2024-02-21,578.0
149,make_payment,2024-02-23,63.0
150,app_open_initial,2024-01-04,
150,add_money,2024-01-06,382.0
150,app_open_return,2024-01-09,
151,app_open_initial,2024-01-24,
152,app_open_initial,2024-01-16,
152,add_money,2024-01-16,152.0
153,add_money,2024-02-13,480.0
153,make_payment,2024-02-15,88.0
153,app_open_return,2024-02-19,
154,app_open_initial,2024-01-30,
154,add_money,2024-01-31,800.0
154,make_payment,2024-02-03,117.0
154,set_up_direct_debit,2024-02-04,
154,app_open_return,2024-01-31,
155,add_money,2024-02-05,251.0
155,make_payment,2024-02-07,14.0
155,app_open_return,2024-02-07,
156,app_open_initial,2024-01-14,
156,add_money,2024-01-14,716.0
157,app_open_initial,2024-02-02,
157,add_money,2024-02-01,986.0
157,make_payment,2024-02-03,69.0
157,set_up_direct_debit,2024-02-05,
157,app_open_return,2024-02-07,
158,app_open_initial,2024-03-11,
158,add_money,2024-03-13,457.0
159,app_open_initial,2024-02-29,
159,add_money,2024-02-28,424.0
160,app_open_initial,2024-03-27,
160,add_money,2024-03-28,244.0
161,app_open_initial,2024-01-29,
161,app_open_return,2024-02-01,
162,app_open_initial,2024-03-07,
162,add_money,2024-03-09,728.0
162,app_open_return,2024-03-11,
163,app_open_initial,2024-02-11,
163,add_money,2024-02-14,836.0
163,make_payment,2024-02-17,150.0
163,app_open_return,2024-02-15,
164,app_open_initial,2024-02-14,
164,add_money,2024-02-17,374.0
165,app_open_initial,2024-03-03,
165,add_money,2024-03-05,674.0
165,make_payment,2024-03-05,162.0
165,set_up_direct_debit,2024-03-07,
165,app_open_return,2024-03-08,
166,app_open_initial,2024-02-26,
166,add_money,2024-02-28,497.0
166,make_payment,2024-03-01,54.0
166,set_up_direct_debit,2024-03-01,
166,app_open_return,2024-03-04,
167,app_open_initial,2024-01-07,
167,add_money,2024-01-07,173.0
167,make_payment,2024-01-09,138.0
168,add_money,2024-01-30,687.0
168,make_payment,2024-01-30,26.0
168,app_open_return,2024-01-30,
169,app_open_initial,2024-01-28,
169,add_money,2024-01-30,392.0
169,make_payment,2024-01-31,102.0
169,set_up_direct_debit,2024-02-02,
169,app_open_return,2024-02-03,
170,app_open_initial,2024-02-14,
170,add_money,2024-02-15,408.0
170,app_open_return,2024-02-19,
171,app_open_initial,2024-03-24,
172,app_open_initial,2024-01-30,
173,app_open_initial,2024-03-03,
173,add_money,2024-03-04,902.0
173,make_payment,2024-03-04,149.0
174,app_open_initial,2024-03-15,
175,app_open_initial,2024-03-30,
175,add_money,2024-03-30,444.0
175,app_open_return,2024-04-03,
176,app_open_initial,2024-03-03,
177,app_open_initial,2024-01-02,
177,add_money,2024-01-04,913.0
177,make_payment,2024-01-06,106.0
178,app_open_initial,2024-01-27,
178,add_money,2024-01-27,548.0
179,add_money,2024-03-04,736.0
180,add_money,2024-03-17,889.0
181,app_open_initial,2024-01-04,
181,add_money,2024-01-05,855.0
181,make_payment,2024-01-05,17.0
181,app_open_return,2024-01-06,
182,app_open_initial,2024-03-10,
182,add_money,2024-03-12,615.0
183,app_open_initial,2024-03-13,
184,app_open_initial,2024-01-27,
184,add_money,2024-01-29,68.0
184,make_payment,2024-01-30,117.0
184,set_up_direct_debit,2024-01-31,
184,app_open_return,2024-01-29,
185,app_open_initial,2024-01-09,
185,add_money,2024-01-09,190.0
186,app_open_initial,2024-03-02,
187,app_open_initial,2024-02-06,
187,add_money,2024-02-07,433.0
187,app_open_return,2024-02-10,
188,app_open_initial,2024-02-20,
188,add_money,2024-02-20,734.0
188,app_open_return,2024-02-24,
189,app_open_initial,2024-02-14,
189,add_money,2024-02-13,424.0
189,app_open_return,2024-02-20,
190,app_open_initial,2024-01-25,
190,add_money,2024-01-27,160.0
190,make_payment,2024-01-28,43.0
190,app_open_return,2024-01-31,
191,app_open_initial,2024-03-20,
191,add_money,2024-03-19,856.0
191,make_payment,2024-03-19,162.0
192,app_open_initial,2024-02-28,
192,add_money,2024-03-01,386.0
193,app_open_initial,2024-02-02,
193,add_money,2024-02-04,709.0
193,app_open_return,2024-02-06,
194,app_open_initial,2024-03-28,
195,app_open_initial,2024-02-21,
196,app_open_initial,2024-03-02,
196,add_money,2024-03-03,809.0
196,app_open_return,2024-03-07,
197,app_open_initial,2024-02-27,
197,add_money,2024-02-28,910.0
197,make_payment,2024-03-02,42.0
198,app_open_initial,2024-02-22,
198,add_money,2024-02-21,881.0
198,make_payment,2024-02-23,125.0
198,app_open_return,2024-02-25,
199,add_money,2024-01-13,960.0
200,app_open_initial,2024-02-09,
200,app_open_return,2024-02-11,
201,app_open_initial,2024-01-02,
201,add_money,2024-01-04,778.0
201,app_open_return,2024-01-08,
202,app_open_initial,2024-01-03,
202,add_money,2024-01-06,925.0
202,make_payment,2024-01-09,179.0
202,app_open_return,2024-01-08,
203,app_open_initial,2024-02-26,
204,app_open_initial,2024-03-21,
204,add_money,2024-03-21,404.0
204,make_payment,2024-03-22,109.0
204,set_up_direct_debit,2024-03-22,
204,app_open_return,2024-03-27,
205,app_open_initial,2024-02-28,
205,add_money,2024-02-28,378.0
206,app_open_initial,2024-01-03,
206,add_money,2024-01-02,798.0
206,make_payment,2024-01-05,12.0
207,app_open_initial,2024-01-03,
207,add_money,2024-01-05,537.0
207,make_payment,2024-01-05,104.0
207,set_up_direct_debit,2024-01-07,
207,app_open_return,2024-01-04,
208,app_open_initial,2024-02-24,
208,add_money,2024-02-26,864.0
208,app_open_return,2024-02-29,
210,add_money,2024-01-03,160.0
210,make_payment,2024-01-06,186.0
210,set_up_direct_debit,2024-01-06,
210,app_open_return,2024-01-06,
211,app_open_initial,2024-01-20,
211,add_money,2024-01-22,168.0
212,app_open_initial,2024-01-03,
213,app_open_initial,2024-02-22,
214,app_open_initial,2024-02-14,
214,add_money,2024-02-13,82.0
214,app_open_return,2024-02-15,
215,app_open_initial,2024-03-31,
215,add_money,2024-03-30,533.0
216,app_open_initial,2024-02-02,
217,app_open_initial,2024-03-11,
217,add_money,2024-03-12,693.0
218,add_money,2024-02-01,128.0
218,make_payment,2024-02-04,8.0
219,app_open_initial,2024-03-09,
219,add_money,2024-03-10,192.0
220,app_open_initial,2024-02-25,
220,add_money,2024-02-25,490.0
221,app_open_initial,2024-03-15,
222,add_money,2024-02-27,540.0
223,app_open_initial,2024-01-18,
223,add_money,2024-01-19,208.0
223,app_open_return,2024-01-19,
224,add_money,2024-02-07,508.0
224,make_payment,2024-02-07,182.0
224,set_up_direct_debit,2024-02-08,
224,app_open_return,2024-02-13,
226,add_money,2024-03-10,763.0
226,make_payment,2024-03-12,7.0
226,set_up_direct_debit,2024-03-12,
226,app_open_return,2024-03-15,
227,app_open_initial,2024-03-10,
227,add_money,2024-03-12,382.0
228,app_open_initial,2024-03-26,
228,add_money,2024-03-28,301.0
229,add_money,2024-01-13,406.0
229,make_payment,2024-01-15,59.0
229,set_up_direct_debit,2024-01-16,
230,app_open_initial,2024-01-16,
230,add_money,2024-01-16,403.0
232,add_money,2024-03-02,544.0
232,make_payment,2024-03-04,43.0
233,app_open_initial,2024-03-10,
233,add_money,2024-03-10,470.0
233,make_payment,2024-03-10,160.0
233,set_up_direct_debit,2024-03-12,
233,app_open_return,2024-03-13,
234,app_open_initial,2024-03-21,
234,add_money,2024-03-23,652.0
234,make_payment,2024-03-25,125.0
235,app_open_initial,2024-01-04,
235,add_money,2024-01-06,296.0
236,app_open_initial,2024-01-20,
236,add_money,2024-01-22,453.0
237,add_money,2024-02-29,66.0
238,app_open_initial,2024-02-05,
238,add_money,2024-02-05,163.0
239,add_money,2024-01-21,764.0
239,app_open_return,2024-01-21,
240,app_open_initial,2024-03-31,
240,add_money,2024-03-30,782.0
240,make_payment,2024-04-02,143.0
240,app_open_return,2024-04-04,
241,app_open_initial,2024-03-07,
241,add_money,2024-03-09,352.0
242,app_open_initial,2024-01-20,
242,add_money,2024-01-20,133.0
242,make_payment,2024-01-23,113.0
242,app_open_return,2024-01-23,
243,app_open_initial,2024-01-21,
243,add_money,2024-01-20,524.0
243,make_payment,2024-01-22,169.0
243,app_open_return,2024-01-24,
244,app_open_initial,2024-03-11,
244,add_money,2024-03-11,585.0
244,make_payment,2024-03-14,71.0
244,app_open_return,2024-03-17,
245,app_open_initial,2024-02-21,
246,app_open_initial,2024-02-02,
246,add_money,2024-02-02,749.0
246,app_open_return,2024-02-05,
247,app_open_initial,2024-02-09,
247,add_money,2024-02-09,261.0
247,make_payment,2024-02-11,90.0
248,app_open_initial,2024-02-08,
248,add_money,2024-02-08,958.0
248,make_payment,2024-02-09,34.0
248,set_up_direct_debit,2024-02-09,
248,app_open_return,2024-02-12,
249,app_open_initial,2024-03-23,
249,add_money,2024-03-24,935.0
249,make_payment,2024-03-27,26.0
250,app_open_initial,2024-01-01,
250,add_money,2024-01-02,251.0
250,make_payment,2024-01-03,13.0
250,set_up_direct_debit,2024-01-06,
250,app_open_return,2024-01-03,
251,app_open_initial,2024-01-12,
251,add_money,2024-01-11,684.0
251,app_open_return,2024-01-13,
252,app_open_initial,2024-02-26,
252,add_money,2024-02-26,944.0
253,app_open_initial,2024-03-29,
254,app_open_initial,2024-02-19,
255,app_open_initial,2024-01-23,
255,add_money,2024-01-24,311.0
255,app_open_return,2024-01-25,
256,app_open_initial,2024-02-01,
256,add_money,2024-01-31,232.0
257,app_open_initial,2024-02-12,
257,add_money,2024-02-14,501.0
257,make_payment,2024-02-16,47.0
257,app_open_return,2024-02-14,
258,app_open_initial,2024-01-08,
258,add_money,2024-01-10,777.0
259,app_open_initial,2024-01-16,
259,add_money,2024-01-16,242.0
259,make_payment,2024-01-19,138.0
259,set_up_direct_debit,2024-01-22,
260,app_open_initial,2024-03-31,
260,add_money,2024-04-01,507.0
261,app_open_initial,2024-03-01,
262,app_open_initial,2024-01-02,
262,add_money,2024-01-04,500.0
263,app_open_initial,2024-01-02,
263,add_money,2024-01-04,162.0
263,make_payment,2024-01-04,79.0
263,set_up_direct_debit,2024-01-07,
263,app_open_return,2024-01-03,
264,app_open_initial,2024-02-18,
264,add_money,2024-02-18,937.0
265,app_open_initial,2024-01-12,
265,add_money,2024-01-14,499.0
265,make_payment,2024-01-16,37.0
266,app_open_initial,2024-03-10,
266,add_money,2024-03-12,871.0
267,app_open_initial,2024-02-06,
267,add_money,2024-02-06,441.0
267,make_payment,2024-02-06,21.0
267,set_up_direct_debit,2024-02-07,
267,app_open_return,2024-02-13,
268,app_open_initial,2024-02-02,
268,add_money,2024-02-01,994.0
268,make_payment,2024-02-04,75.0
268,set_up_direct_debit,2024-02-05,
268,app_open_return,2024-02-05,
269,app_open_initial,2024-01-10,
269,add_money,2024-01-10,71.0
269,make_payment,2024-01-12,43.0
269,set_up_direct_debit,2024-01-14,
270,app_open_initial,2024-01-20,
270,add_money,2024-01-21,645.0
270,make_payment,2024-01-22,162.0
271,app_open_initial,2024-02-17,
271,add_money,2024-02-17,401.0
272,app_open_initial,2024-03-21,
272,add_money,2024-03-23,114.0
272,make_payment,2024-03-23,14.0
272,app_open_return,2024-03-24,
273,add_money,2024-01-04,917.0
274,app_open_initial,2024-01-20,
274,add_money,2024-01-22,866.0
275,app_open_initial,2024-01-24,
276,app_open_initial,2024-02-24,
276,add_money,2024-02-24,419.0
277,add_money,2024-02-02,973.0
278,app_open_initial,2024-01-24,
278,add_money,2024-01-27,909.0
279,app_open_initial,2024-03-16,
279,add_money,2024-03-17,418.0
279,app_open_return,2024-03-20,
280,app_open_initial,2024-03-12,
280,add_money,2024-03-13,118.0
280,make_payment,2024-03-14,44.0
280,app_open_return,2024-03-19,
281,app_open_initial,2024-02-05,
281,add_money,2024-02-06,353.0
281,make_payment,2024-02-07,42.0
281,app_open_return,2024-02-11,
282,app_open_initial,2024-02-07,
282,add_money,2024-02-07,937.0
283,app_open_initial,2024-03-24,
284,app_open_initial,2024-03-29,
285,add_money,2024-01-27,902.0
285,make_payment,2024-01-28,111.0
286,app_open_initial,2024-01-19,
286,add_money,2024-01-18,384.0
286,make_payment,2024-01-19,67.0
286,set_up_direct_debit,2024-01-21,
286,app_open_return,2024-01-24,
287,app_open_initial,2024-03-23,
287,add_money,2024-03-24,871.0
287,make_payment,2024-03-27,133.0
287,app_open_return,2024-03-25,
288,app_open_initial,2024-03-07,
288,add_money,2024-03-09,974.0
288,make_payment,2024-03-10,96.0
289,app_open_initial,2024-02-24,
289,add_money,2024-02-26,118.0
289,make_payment,2024-02-29,192.0
290,app_open_initial,2024-02-04,
290,add_money,2024-02-07,905.0
292,app_open_initial,2024-03-02,
292,add_money,2024-03-04,146.0
292,make_payment,2024-03-04,141.0
292,set_up_direct_debit,2024-03-04,
292,app_open_return,2024-03-08,
293,app_open_initial,2024-02-10,
293,add_money,2024-02-10,125.0
294,app_open_initial,2024-02-03,
294,add_money,2024-02-04,726.0
294,make_payment,2024-02-07,50.0
294,app_open_return,2024-02-08,
295,app_open_initial,2024-03-09,
296,app_open_initial,2024-02-03,
296,add_money,2024-02-02,463.0
296,make_payment,2024-02-04,164.0
296,app_open_return,2024-02-05,
297,app_open_initial,2024-01-14,
297,add_money,2024-01-14,283.0
297,app_open_return,2024-01-21,
298,app_open_initial,2024-01-22,
298,add_money,2024-01-24,713.0
299,app_open_initial,2024-02-18,
300,app_open_initial,2024-01-21,
300,add_money,2024-01-21,403.0
300,make_payment,2024-01-22,133.0
301,app_open_initial,2024-01-08,
301,add_money,2024-01-08,974.0
301,make_payment,2024-01-11,30.0
301,app_open_return,2024-01-11,
302,add_money,2024-01-07,152.0
302,make_payment,2024-01-07,66.0
302,app_open_return,2024-01-13,
303,app_open_initial,2024-03-07,
303,add_money,2024-03-10,843.0
303,make_payment,2024-03-10,58.0
304,app_open_initial,2024-01-17,
305,app_open_initial,2024-02-03,
305,add_money,2024-02-03,462.0
305,make_payment,2024-02-04,173.0
305,app_open_return,2024-02-08,
306,app_open_initial,2024-02-17,
307,app_open_initial,2024-03-17,
307,add_money,2024-03-17,765.0
307,make_payment,2024-03-20,40.0
308,add_money,2024-02-28,606.0
308,app_open_return,2024-03-05,
309,app_open_initial,2024-03-26,
309,add_money,2024-03-28,743.0
310,app_open_initial,2024-01-23,
310,add_money,2024-01-25,892.0
311,app_open_initial,2024-01-30,
312,app_open_initial,2024-02-07,
313,app_open_initial,2024-02-20,
313,add_money,2024-02-20,299.0
314,app_open_initial,2024-02-24,
314,add_money,2024-02-23,404.0
315,app_open_initial,2024-01-08,
315,add_money,2024-01-10,269.0
315,make_payment,2024-01-11,149.0
315,set_up_direct_debit,2024-01-13,
