user_id,signup_date,acquisition_channel
469,2024-02-03,paid
470,2024-02-21,referral
471,2024-01-10,paid
472,2024-01-19,referral
473,2024-02-27,referral
474,2024-01-01,paid
475,2024-03-09,referral
476,2024-01-04,paid
477,2024-01-16,referral
478,2024-01-24,organic
479,2024-03-20,paid
480,2024-01-02,referral
481,2024-02-01,referral
482,2024-03-24,organic
483,2024-01-24,paid
484,2024-01-12,referral
485,2024-02-19,organic
486,2024-02-04,referral
487,2024-02-02,paid
488,2024-02-02,referral
489,2024-03-01,referral
490,2024-02-20,referral
491,2024-02-12,referral
492,2024-01-12,organic
493,2024-03-07,organic
494,2024-03-05,paid
495,2024-02-02,organic
496,2024-02-09,organic
497,2024-03-14,paid
498,2024-02-12,organic
499,2024-02-13,organic
500,2024-01-29,paid
501,2024-01-13,paid
502,2024-01-12,paid
503,2024-02-15,referral
504,2024-01-02,referral
505,2024-02-04,paid
506,2024-03-27,paid
507,2024-03-21,paid
508,2024-03-30,referral
509,2024-01-08,referral
510,2024-01-26,organic
511,2024-03-14,organic
512,2024-03-30,paid
513,2024-02-03,referral
514,2024-01-07,referral
515,2024-03-08,referral
516,2024-02-27,paid
517,2024-03-15,organic
518,2024-01-29,paid
519,2024-02-05,organic
520,2024-03-29,organic
521,2024-01-21,paid
522,2024-02-05,organic
523,2024-01-10,organic
524,2024-03-13,referral
525,2024-01-24,organic
526,2024-03-04,paid
527,2024-02-18,paid
528,2024-02-05,organic
529,2024-03-22,referral
530,2024-01-24,referral
531,2024-01-23,organic
532,2024-03-02,organic
533,2024-02-06,paid
534,2024-01-12,organic
535,2024-02-24,referral
536,2024-01-13,organic
537,2024-01-23,paid
538,2024-03-29,paid
539,2024-01-30,paid
540,2024-01-17,paid
541,2024-03-02,paid
542,2024-03-24,organic
543,2024-03-29,organic
544,2024-03-26,organic
545,2024-01-13,organic
546,2024-02-28,paid
547,2024-01-19,referral
548,2024-02-18,organic
549,2024-01-12,referral
550,2024-03-01,organic
551,2024-01-19,organic
552,2024-03-16,referral
553,2024-01-09,paid
554,2024-03-11,organic
555,2024-01-28,organic
556,2024-03-18,organic
557,2024-02-21,referral
558,2024-03-23,paid
559,2024-01-16,referral
560,2024-03-09,referral
561,2024-01-12,paid
562,2024-01-25,referral
563,2024-02-21,paid
564,2024-03-25,organic
565,2024-02-22,paid
566,2024-01-23,organic
567,2024-01-16,referral
568,2024-02-26,referral
569,2024-02-08,organic
570,2024-02-22,referral
571,2024-02-11,paid
572,2024-02-27,organic
573,2024-02-08,referral
574,2024-01-14,organic
575,2024-01-05,paid
576,2024-02-04,paid
577,2024-03-27,referral
578,2024-03-15,paid
579,2024-01-18,organic
580,2024-03-16,paid
581,2024-01-09,organic
582,2024-03-14,organic
583,2024-02-27,paid
584,2024-01-17,referral
585,2024-01-07,paid
586,2024-02-15,organic
587,2024-01-13,organic
588,2024-02-09,paid
589,2024-02-11,referral
590,2024-01-09,referral
591,2024-02-19,organic
592,2024-01-27,organic
593,2024-03-06,referral
594,2024-01-05,paid
595,2024-01-29,organic
596,2024-02-06,organic
597,2024-02-07,referral
598,2024-03-23,paid
599,2024-01-08,referral
600,2024-03-05,paid
601,2024-03-26,paid
602,2024-01-17,paid
603,2024-03-11,organic
604,2024-03-29,referral
605,2024-02-14,referral
606,2024-01-04,paid
607,2024-02-05,organic
608,2024-03-10,organic
609,2024-01-31,referral
610,2024-01-19,organic
611,2024-03-01,organic
612,2024-02-23,paid
613,2024-02-08,organic
614,2024-03-14,paid
615,2024-03-30,referral
616,2024-01-19,organic
617,2024-02-08,referral
618,2024-03-07,referral
619,2024-02-14,organic
620,2024-01-13,organic
621,2024-02-27,referral
622,2024-01-20,organic
623,2024-03-12,paid
624,2024-03-01,paid
625,2024-02-08,organic
626,2024-01-01,referral
627,2024-01-03,organic
628,2024-03-17,organic
629,2024-03-02,referral
630,2024-03-03,referral
631,2024-01-25,paid
632,2024-02-25,referral
633,2024-02-02,paid
634,2024-02-07,referral
635,2024-01-06,organic
636,2024-02-27,paid
637,2024-02-13,paid
638,2024-02-14,paid
639,2024-02-01,organic
640,2024-02-14,organic
641,2024-03-01,organic
642,2024-02-16,organic
643,2024-01-21,organic
644,2024-03-20,paid
645,2024-03-25,organic
646,2024-03-15,paid
647,2024-02-05,organic
648,2024-01-19,referral
649,2024-01-20,paid
650,2024-02-26,referral
651,2024-01-18,paid
652,2024-02-16,referral
653,2024-02-18,organic
654,2024-01-14,organic
655,2024-01-15,organic
656,2024-01-31,paid
657,2024-01-01,referral
658,2024-02-23,organic
659,2024-01-03,referral
660,2024-01-16,referral
661,2024-03-27,organic
662,2024-02-26,organic
663,2024-03-15,referral
664,2024-01-12,organic
665,2024-03-14,organic
666,2024-01-16,organic
667,2024-03-12,paid
668,2024-03-16,referral
669,2024-01-24,referral
670,2024-01-28,paid
671,2024-01-08,referral
672,2024-02-05,organic
673,2024-03-30,referral
674,2024-01-08,organic
675,2024-02-27,paid
676,2024-02-29,organic
677,2024-02-19,referral
678,2024-01-28,referral
679,2024-02-10,referral
680,2024-03-04,paid
681,2024-01-27,paid
682,2024-03-03,referral
683,2024-01-17,organic
684,2024-03-13,paid
685,2024-02-02,referral
686,2024-03-24,referral
687,2024-03-17,paid
688,2024-01-29,paid
689,2024-01-13,paid
690,2024-02-15,organic
691,2024-02-04,organic
692,2024-01-06,referral
693,2024-03-22,paid
694,2024-03-09,organic
695,2024-02-16,paid
696,2024-01-25,referral
697,2024-03-06,organic
698,2024-01-10,organic
699,2024-02-25,organic
700,2024-01-30,referral
701,2024-01-05,paid
702,2024-02-02,organic
703,2024-03-05,referral
704,2024-01-18,paid
705,2024-02-18,referral
706,2024-01-11,paid
707,2024-03-25,referral
708,2024-01-26,paid
709,2024-03-03,organic
710,2024-03-29,paid
711,2024-03-26,referral
712,2024-02-28,referral
713,2024-01-27,paid
714,2024-02-18,organic
715,2024-03-17,organic
716,2024-02-02,paid
717,2024-01-01,paid
718,2024-01-21,referral
719,2024-02-24,organic
720,2024-01-06,paid
721,2024-03-21,organic
722,2024-03-09,paid
723,2024-01-05,paid
724,2024-01-03,organic
725,2024-02-22,paid
726,2024-01-23,paid
727,2024-02-22,referral
728,2024-02-06,paid
729,2024-03-14,paid
730,2024-03-14,paid
731,2024-03-23,referral
732,2024-01-17,organic
733,2024-03-25,referral
734,2024-03-18,referral
735,2024-03-13,organic
736,2024-01-01,referral
737,2024-02-20,organic
738,2024-02-14,referral
739,2024-03-17,organic
740,2024-01-04,paid
741,2024-03-02,referral
742,2024-03-05,referral
743,2024-02-01,referral
744,2024-02-03,referral
745,2024-03-12,paid
746,2024-02-08,referral
747,2024-01-26,paid
748,2024-02-03,paid
749,2024-02-23,paid
750,2024-01-03,paid
751,2024-02-19,organic
752,2024-01-12,organic
753,2024-03-05,referral
754,2024-02-23,organic
755,2024-01-05,organic
756,2024-02-26,referral
757,2024-01-17,referral
758,2024-02-16,referral
759,2024-01-23,organic
760,2024-03-19,organic
761,2024-03-25,referral
762,2024-01-14,paid
763,2024-03-06,referral
764,2024-03-15,paid
765,2024-02-20,paid
766,2024-02-07,referral
767,2024-03-04,referral
768,2024-02-07,referral
769,2024-02-19,organic
770,2024-03-22,paid
771,2024-01-30,organic
772,2024-03-19,organic
773,2024-02-20,referral
774,2024-03-03,organic
775,2024-02-21,referral
776,2024-02-07,paid
777,2024-03-28,referral
778,2024-03-19,organic
779,2024-01-30,organic
780,2024-02-20,referral
781,2024-03-21,referral
782,2024-01-05,organic
783,2024-01-29,paid
784,2024-01-04,paid
785,2024-01-10,referral
786,2024-02-25,paid
787,2024-01-17,organic
788,2024-03-14,referral
789,2024-01-17,organic
790,2024-03-24,organic
791,2024-03-28,paid
792,2024-03-09,referral
793,2024-02-03,referral
794,2024-01-06,paid
795,2024-02-22,organic
796,2024-03-06,organic
797,2024-03-17,organic
798,2024-02-12,organic
799,2024-03-15,referral
800,2024-01-23,referral
801,2024-02-24,paid
802,2024-03-20,paid
803,2024-03-15,referral
804,2024-01-16,referral
805,2024-01-08,organic
806,2024-01-04,organic
807,2024-01-04,paid
808,2024-02-25,referral
809,2024-01-25,paid
810,2024-03-07,referral
811,2024-03-07,organic
812,2024-01-27,paid
813,2024-02-01,paid
814,2024-02-19,referral
815,2024-03-01,organic
816,2024-02-20,paid
817,2024-01-19,organic
818,2024-01-21,paid
819,2024-01-05,organic
820,2024-03-22,referral
821,2024-02-11,paid
822,2024-03-01,paid
823,2024-01-22,organic
824,2024-01-21,organic
825,2024-03-10,paid
826,2024-01-01,referral
827,2024-01-05,organic
828,2024-01-12,organic
829,2024-03-30,organic
830,2024-02-15,paid
831,2024-02-03,paid
832,2024-02-18,paid
833,2024-03-18,paid
834,2024-03-30,referral
835,2024-02-14,referral
836,2024-01-27,paid
837,2024-03-13,referral
838,2024-01-26,organic
839,2024-02-16,organic
840,2024-03-26,organic
841,2024-02-25,paid
842,2024-03-03,organic
843,2024-02-17,referral
844,2024-03-01,paid
845,2024-03-21,referral
846,2024-01-26,organic
847,2024-02-05,organic
848,2024-01-01,organic
849,2024-01-08,paid
850,2024-02-21,referral
851,2024-03-19,paid
852,2024-02-16,paid
853,2024-02-25,organic
854,2024-03-26,paid
855,2024-01-14,paid
856,2024-03-30,organic
857,2024-01-28,paid
858,2024-03-27,organic
859,2024-03-18,organic
860,2024-03-28,organic
861,2024-01-02,organic
862,2024-01-26,paid
863,2024-01-14,organic
864,2024-02-28,organic
865,2024-02-25,paid
866,2024-01-07,paid
867,2024-01-03,referral
868,2024-01-23,paid
869,2024-01-18,paid
870,2024-02-07,referral
871,2024-01-15,paid
872,2024-03-04,paid
873,2024-03-29,paid
874,2024-01-28,paid
875,2024-03-14,referral
876,2024-02-08,paid
877,2024-02-26,paid
878,2024-01-17,referral
879,2024-03-26,organic
880,2024-03-30,referral
881,2024-02-13,organic
882,2024-01-25,referral
883,2024-01-17,referral
884,2024-01-13,paid
885,2024-03-24,organic
886,2024-01-25,paid
887,2024-03-08,organic
888,2024-01-10,referral
889,2024-03-07,referral
890,2024-01-18,organic
891,2024-03-26,paid
892,2024-02-03,paid
893,2024-01-08,paid
894,2024-02-09,paid
895,2024-03-23,referral
896,2024-02-11,referral
897,2024-02-10,referral
898,2024-01-06,referral
899,2024-02-21,referral
900,2024-01-26,paid
901,2024-03-04,paid
902,2024-02-28,paid
903,2024-02-25,paid
904,2024-02-28,referral
905,2024-03-10,referral
906,2024-02-02,referral
907,2024-02-22,organic
908,2024-01-22,paid
909,2024-01-21,paid
910,2024-03-10,referral
911,2024-03-10,paid
912,2024-01-04,paid
913,2024-03-15,referral
914,2024-03-02,organic
915,2024-03-02,organic
916,2024-01-24,organic
917,2024-02-24,referral
918,2024-01-09,paid
919,2024-01-03,referral
920,2024-01-31,referral
921,2024-02-09,paid
922,2024-02-05,organic
923,2024-01-24,organic
924,2024-01-06,referral
925,2024-03-06,organic
926,2024-03-24,referral
927,2024-03-15,referral
928,2024-01-04,paid
929,2024-03-19,paid
930,2024-01-06,paid
931,2024-02-20,referral
932,2024-03-02,paid
933,2024-02-26,organic
934,2024-03-06,organic
935,2024-03-19,referral
936,2024-03-15,referral
937,2024-01-08,paid
938,2024-01-26,referral
939,2024-02-20,referral
940,2024-02-14,organic
941,2024-02-13,organic
942,2024-01-05,paid
943,2024-03-10,referral
944,2024-01-26,referral
945,2024-03-08,organic
946,2024-01-19,referral
947,2024-03-24,organic
948,2024-01-20,paid
949,2024-01-12,organic
950,2024-02-16,referral
951,2024-01-01,paid
952,2024-03-30,organic
953,2024-01-14,organic
954,2024-03-04,paid
955,2024-02-07,paid
956,2024-02-06,organic
957,2024-01-11,referral
958,2024-03-17,organic
959,2024-01-03,paid
960,2024-02-02,organic
961,2024-01-06,paid
962,2024-02-19,paid
963,2024-01-10,referral
964,2024-01-05,paid
965,2024-01-23,paid
966,2024-01-10,referral
967,2024-02-13,paid
968,2024-01-02,referral
969,2024-01-13,referral
970,2024-02-09,paid
971,2024-01-02,paid
972,2024-03-24,organic
973,2024-03-05,referral
974,2024-03-03,organic
975,2024-03-13,paid
976,2024-01-17,organic
977,2024-01-09,referral
978,2024-03-15,organic
979,2024-01-15,referral
980,2024-01-24,paid
981,2024-02-07,paid
982,2024-02-04,referral
983,2024-02-18,paid
984,2024-03-09,paid
985,2024-03-02,paid
986,2024-02-29,paid
987,2024-02-19,referral
988,2024-03-18,organic
989,2024-03-15,organic
990,2024-01-09,paid
991,2024-02-03,organic
992,2024-03-16,organic
993,2024-02-04,paid
994,2024-01-01,paid
995,2024-02-09,organic
996,2024-03-04,referral
997,2024-01-22,paid
998,2024-02-29,referral
999,2024-03-04,organic
1000,2024-03-12,paid
